;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
0x2BCA	0xF001C064  	MOVFF       _valor+1, R1
0x2BCE	0xDE92      	RCALL       _Div_16x16_U
0x2BD0	0xF000C008  	MOVFF       R8, R0
0x2BD4	0xF001C009  	MOVFF       R9, R1
0x2BD8	0x0E64      	MOVLW       100
0x2BDA	0x6E04      	MOVWF       R4 
0x2BDC	0x0E00      	MOVLW       0
0x2BDE	0x6E05      	MOVWF       R5 
0x2BE0	0xDE89      	RCALL       _Div_16x16_U
0x2BE2	0xF2B1C000  	MOVFF       R0, imprime_Display_cen_L0
;CartaoSDSimples.c,92 :: 		dez = (valor%100)/10;
0x2BE6	0x0E64      	MOVLW       100
0x2BE8	0x6E04      	MOVWF       R4 
0x2BEA	0x0E00      	MOVLW       0
0x2BEC	0x6E05      	MOVWF       R5 
0x2BEE	0xF000C063  	MOVFF       _valor, R0
0x2BF2	0xF001C064  	MOVFF       _valor+1, R1
0x2BF6	0xDE7E      	RCALL       _Div_16x16_U
0x2BF8	0xF000C008  	MOVFF       R8, R0
0x2BFC	0xF001C009  	MOVFF       R9, R1
0x2C00	0x0E0A      	MOVLW       10
0x2C02	0x6E04      	MOVWF       R4 
0x2C04	0x0E00      	MOVLW       0
0x2C06	0x6E05      	MOVWF       R5 
0x2C08	0xDE75      	RCALL       _Div_16x16_U
0x2C0A	0xF2B2C000  	MOVFF       R0, imprime_Display_dez_L0
;CartaoSDSimples.c,93 :: 		uni = valor%10;
0x2C0E	0x0E0A      	MOVLW       10
0x2C10	0x6E04      	MOVWF       R4 
0x2C12	0x0E00      	MOVLW       0
0x2C14	0x6E05      	MOVWF       R5 
0x2C16	0xF000C063  	MOVFF       _valor, R0
0x2C1A	0xF001C064  	MOVFF       _valor+1, R1
0x2C1E	0xDE6A      	RCALL       _Div_16x16_U
0x2C20	0xF000C008  	MOVFF       R8, R0
0x2C24	0xF001C009  	MOVFF       R9, R1
0x2C28	0xF2B3C000  	MOVFF       R0, imprime_Display_uni_L0
;CartaoSDSimples.c,95 :: 		lcd_chr(2, 6, mil + 0x30);
0x2C2C	0x0E02      	MOVLW       2
0x2C2E	0x0102      	MOVLB       2
0x2C30	0x6FB4      	MOVWF       FARG_Lcd_Chr_row, 1
0x2C32	0x0E06      	MOVLW       6
0x2C34	0x6FB5      	MOVWF       FARG_Lcd_Chr_column, 1
0x2C36	0x0E30      	MOVLW       48
0x2C38	0x25B0      	ADDWF       imprime_Display_mil_L0, 0, 1
0x2C3A	0x6FB6      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x2C3C	0xDE76      	RCALL       _Lcd_Chr
;CartaoSDSimples.c,96 :: 		lcd_chr_cp(cen + 0x30);
0x2C3E	0x0E30      	MOVLW       48
0x2C40	0x0102      	MOVLB       2
0x2C42	0x25B1      	ADDWF       imprime_Display_cen_L0, 0, 1
0x2C44	0x6FD0      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x2C46	0xF004ECF8  	CALL        _Lcd_Chr_CP, 0
;CartaoSDSimples.c,97 :: 		lcd_chr_cp('.');
0x2C4A	0x0E2E      	MOVLW       46
0x2C4C	0x0102      	MOVLB       2
0x2C4E	0x6FD0      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x2C50	0xF004ECF8  	CALL        _Lcd_Chr_CP, 0
;CartaoSDSimples.c,98 :: 		lcd_chr_cp(dez + 0x30);
0x2C54	0x0E30      	MOVLW       48
0x2C56	0x0102      	MOVLB       2
0x2C58	0x25B2      	ADDWF       imprime_Display_dez_L0, 0, 1
0x2C5A	0x6FD0      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x2C5C	0xF004ECF8  	CALL        _Lcd_Chr_CP, 0
;CartaoSDSimples.c,99 :: 		lcd_chr_cp(uni + 0x30);
0x2C60	0x0E30      	MOVLW       48
0x2C62	0x0102      	MOVLB       2
0x2C64	0x25B3      	ADDWF       imprime_Display_uni_L0, 0, 1
0x2C66	0x6FD0      	MOVWF       FARG_Lcd_Chr_CP_out_char, 1
0x2C68	0xF004ECF8  	CALL        _Lcd_Chr_CP, 0
;CartaoSDSimples.c,101 :: 		} // end void imprime_Display
0x2C6C	0x0012      	RETURN      0
; end of _imprime_Display
_main:
0x2C6E	0xF016EC8C  	CALL        11544, 0
;CartaoSDSimples.c,45 :: 		void main() {
;CartaoSDSimples.c,47 :: 		ADCON0 = 0x01; // Seleciona o canal AN0 como analógico e habilita o conversor AD
0x2C72	0x0E01      	MOVLW       1
0x2C74	0x6EC2      	MOVWF       ADCON0 
;CartaoSDSimples.c,48 :: 		ADCON1 = 0x0E; // Configura o intervalo de conversão entre Vss e Vdd e configura apenas AN0 como porta analógica
0x2C76	0x0E0E      	MOVLW       14
0x2C78	0x6EC1      	MOVWF       ADCON1 
;CartaoSDSimples.c,50 :: 		lcd_init();
0x2C7A	0xDEAF      	RCALL       _Lcd_Init
;CartaoSDSimples.c,51 :: 		lcd_cmd(_LCD_CURSOR_OFF);
0x2C7C	0x0E0C      	MOVLW       12
0x2C7E	0x0102      	MOVLB       2
0x2C80	0x6FD5      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x2C82	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;CartaoSDSimples.c,52 :: 		lcd_cmd(_LCD_CLEAR);
0x2C86	0x0E01      	MOVLW       1
0x2C88	0x0102      	MOVLB       2
0x2C8A	0x6FD5      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x2C8C	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;CartaoSDSimples.c,53 :: 		start_SD();
0x2C90	0xDF0F      	RCALL       _start_SD
;CartaoSDSimples.c,54 :: 		lcd_cmd(_LCD_CLEAR);
0x2C92	0x0E01      	MOVLW       1
0x2C94	0x0102      	MOVLB       2
0x2C96	0x6FD5      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x2C98	0xF002EC9B  	CALL        _Lcd_Cmd, 0
;CartaoSDSimples.c,57 :: 		while(1){
L_main0:
;CartaoSDSimples.c,59 :: 		adc = adc_read(0);
0x2C9C	0x0102      	MOVLB       2
0x2C9E	0x6BB0      	CLRF        FARG_ADC_Read_channel, 1
0x2CA0	0xDF3F      	RCALL       _ADC_Read
0x2CA2	0xF061C000  	MOVFF       R0, _adc
0x2CA6	0xF062C001  	MOVFF       R1, _adc+1
;CartaoSDSimples.c,61 :: 		imprime_Display();
0x2CAA	0xDF55      	RCALL       _imprime_Display
;CartaoSDSimples.c,63 :: 		delay_ms(1000);
0x2CAC	0x0E15      	MOVLW       21
0x2CAE	0x6E0B      	MOVWF       R11, 0
0x2CB0	0x0E4B      	MOVLW       75
0x2CB2	0x6E0C      	MOVWF       R12, 0
0x2CB4	0x0EBE      	MOVLW       190
0x2CB6	0x6E0D      	MOVWF       R13, 0
L_main2:
0x2CB8	0x2E0D      	DECFSZ      R13, 1, 0
0x2CBA	0xD7FE      	BRA         L_main2
0x2CBC	0x2E0C      	DECFSZ      R12, 1, 0
0x2CBE	0xD7FC      	BRA         L_main2
0x2CC0	0x2E0B      	DECFSZ      R11, 1, 0
0x2CC2	0xD7FA      	BRA         L_main2
0x2CC4	0x0000      	NOP
;CartaoSDSimples.c,65 :: 		} // end Loop infinito
0x2CC6	0xD7EA      	BRA         L_main0
;CartaoSDSimples.c,67 :: 		} // end void main
0x2CC8	0xD7FF      	BRA         $+0
; end of _main
0x2D18	0xF015EE10  	LFSR        1, 21
0x2D1C	0x0E4A      	MOVLW       74
0x2D1E	0x6E00      	MOVWF       R0 
0x2D20	0x0E01      	MOVLW       1
0x2D22	0x6E01      	MOVWF       R1 
0x2D24	0x0ECA      	MOVLW       202
0x2D26	0x6EF6      	MOVWF       4086 
0x2D28	0x0E2C      	MOVLW       44
0x2D2A	0x6EF7      	MOVWF       TBLPTRH 
0x2D2C	0x0E00      	MOVLW       0
0x2D2E	0x6EF8      	MOVWF       TBLPTRU 
0x2D30	0xF015EC50  	CALL        10912, 0
0x2D34	0xF061EE10  	LFSR        1, 97
0x2D38	0x0E04      	MOVLW       4
0x2D3A	0x6E00      	MOVWF       R0 
0x2D3C	0x0E01      	MOVLW       1
0x2D3E	0x6E01      	MOVWF       R1 
0x2D40	0x0E14      	MOVLW       20
0x2D42	0x6EF6      	MOVWF       4086 
0x2D44	0x0E2D      	MOVLW       45
0x2D46	0x6EF7      	MOVWF       TBLPTRH 
0x2D48	0x0E00      	MOVLW       0
0x2D4A	0x6EF8      	MOVWF       TBLPTRU 
0x2D4C	0xF015EC50  	CALL        10912, 0
0x2D50	0x0012      	RETURN      0
;SDCard.c,0 :: ?ICS?lstr3_SDCard
0x2CCA	0x4453 ;?ICS?lstr3_SDCard+0
0x2CCC	0x4520 ;?ICS?lstr3_SDCard+2
0x2CCE	0x7272 ;?ICS?lstr3_SDCard+4
0x2CD0	0x726F ;?ICS?lstr3_SDCard+6
0x2CD2	0x0021 ;?ICS?lstr3_SDCard+8
; end of ?ICS?lstr3_SDCard
;CartaoSDSimples.c,0 :: ?ICS_valorMinimo
0x2CD4	0x01F4 ;?ICS_valorMinimo+0
; end of ?ICS_valorMinimo
;CartaoSDSimples.c,0 :: ?ICS_valorMaximo
0x2CD6	0x0000 ;?ICS_valorMaximo+0
; end of ?ICS_valorMaximo
;CartaoSDSimples.c,0 :: ?ICS?lstr1_CartaoSDSimples
0x2CD8	0x6F56 ;?ICS?lstr1_CartaoSDSimples+0
0x2CDA	0x746C ;?ICS?lstr1_CartaoSDSimples+2
0x2CDC	0x6D69 ;?ICS?lstr1_CartaoSDSimples+4
0x2CDE	0x7465 ;?ICS?lstr1_CartaoSDSimples+6
0x2CE0	0x6F72 ;?ICS?lstr1_CartaoSDSimples+8
0x2CE2	0x00 ;?ICS?lstr1_CartaoSDSimples+10
; end of ?ICS?lstr1_CartaoSDSimples
;SDCard.c,0 :: ?ICS_nomearquivo
0x2CE3	0x6568 ;?ICS_nomearquivo+0
0x2CE5	0x6C6C ;?ICS_nomearquivo+2
0x2CE7	0x2E6F ;?ICS_nomearquivo+4
0x2CE9	0x7874 ;?ICS_nomearquivo+6
0x2CEB	0x0074 ;?ICS_nomearquivo+8
0x2CED	0x00 ;?ICS_nomearquivo+10
; end of ?ICS_nomearquivo
;SDCard.c,0 :: ?ICS?lstr1_SDCard
0x2CEE	0x6B4F ;?ICS?lstr1_SDCard+0
0x2CF0	0x00 ;?ICS?lstr1_SDCard+2
; end of ?ICS?lstr1_SDCard
;SDCard.c,0 :: ?ICS?lstr2_SDCard
0x2CF1	0x4453 ;?ICS?lstr2_SDCard+0
0x2CF3	0x5320 ;?ICS?lstr2_SDCard+2
0x2CF5	0x6174 ;?ICS?lstr2_SDCard+4
0x2CF7	0x7472 ;?ICS?lstr2_SDCard+6
0x2CF9	0x0021 ;?ICS?lstr2_SDCard+8
; end of ?ICS?lstr2_SDCard
;__Lib_Mmc.c,0 :: ?ICS__Lib_Mmc_cardType
0x2CFB	0x00 ;?ICS__Lib_Mmc_cardType+0
; end of ?ICS__Lib_Mmc_cardType
;SDCard.c,0 :: ?ICS_conteudoarquivo
0x2CFC	0x5858 ;?ICS_conteudoarquivo+0
0x2CFE	0x4820 ;?ICS_conteudoarquivo+2
0x2D00	0x6C65 ;?ICS_conteudoarquivo+4
0x2D02	0x6F6C ;?ICS_conteudoarquivo+6
0x2D04	0x5720 ;?ICS_conteudoarquivo+8
0x2D06	0x726F ;?ICS_conteudoarquivo+10
0x2D08	0x646C ;?ICS_conteudoarquivo+12
0x2D0A	0x5320 ;?ICS_conteudoarquivo+14
0x2D0C	0x2044 ;?ICS_conteudoarquivo+16
0x2D0E	0x6143 ;?ICS_conteudoarquivo+18
0x2D10	0x6472 ;?ICS_conteudoarquivo+20
0x2D12	0x0021 ;?ICS_conteudoarquivo+22
; end of ?ICS_conteudoarquivo
;CartaoSDSimples.c,0 :: ?ICS_adc
0x2D14	0x0000 ;?ICS_adc+0
; end of ?ICS_adc
;CartaoSDSimples.c,0 :: ?ICS_valor
0x2D16	0x0000 ;?ICS_valor+0
; end of ?ICS_valor
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x001C      [18]    _SPI1_Read
0x002E      [24]    _____DoIFC
0x0046      [26]    __Lib_Mmc_Mmc_DeSelect
0x0060       [4]    __Lib_Mmc_Mmc_Select
0x0064     [210]    __Lib_Mmc_Mmc_Send_Command
0x0136      [10]    _Delay_1us
0x0140      [18]    _Delay_5500us
0x0152      [12]    _Delay_50us
0x015E      [82]    _Mul_32x32_U
0x01B0     [264]    _Mmc_Read_Sector
0x02B8     [392]    _Mmc_Write_Sector
0x0440      [80]    _Mul_16x16_U
0x0490     [118]    __Lib_MmcFat16_Occupy_Current_Fat_Entry
0x0506      [48]    __Lib_MmcFat16_Set_File_Write_Cluster
0x0536     [132]    _Lcd_Cmd
0x05BA      [26]    _SETFUN32
0x05D4      [14]    _RES032
0x05E2       [8]    _FIXSIGN32
0x05EA     [182]    __Lib_MmcFat16_Get_Free_Fat_Entry
0x06A0      [76]    __Lib_MmcFat16_Set_File_Write_Sector
0x06EC     [748]    _Div_32x32_U
0x09D8      [24]    _islower
0x09F0      [14]    _Lcd_Chr_CP
0x09FE     [718]    __Lib_MmcFat16_Mmc_Fat_Create
0x0CCC     [610]    __Lib_MmcFat16_Reset_Fat_Chain
0x0F2E     [366]    __Lib_Mmc_Mmc_UnIdle
0x109C     [600]    _SDIV3232L
0x12F4     [120]    _NRM3232
0x136C      [24]    _COMFREM
0x1384      [28]    _SETIOV3224
0x13A0     [142]    __Lib_MmcFat16_Set_Fat_Start_Pos
0x142E      [24]    _SETFOV32
0x1446     [190]    __Lib_MmcFat16_Extend_Fat_Chain
0x1504      [22]    _toupper
0x151A       [8]    _SETFDZ32
0x1522     [354]    _Mmc_Init
0x1684     [152]    __Lib_MmcFat16_Init_Vars
0x171C    [1148]    _Mmc_Fat_Assign
0x1B98     [350]    _Div_32x32_S
0x1CF6     [136]    _Lcd_Out
0x1D7E     [218]    _Mmc_Fat_Rewrite
0x1E58     [674]    _Mmc_Fat_Write
0x20FA      [66]    _Int2Double
0x213C     [294]    _Mul_32x32_FP
0x2262     [220]    _Double2Word
0x233E     [380]    _Div_32x32_FP
0x24BA      [50]    _calcula_Tensao
0x24EC      [88]    _SPI1_Init_Advanced
0x2544     [934]    _Mmc_Fat_Init
0x28EA      [10]    _Delay_22us
0x28F4      [54]    _Div_16x16_U
0x292A     [100]    _Lcd_Chr
0x298E      [76]    _novo_Arquivo
0x29DA     [198]    _Lcd_Init
0x2AA0      [16]    ___CC2DW
0x2AB0     [112]    _start_SD
0x2B20      [54]    _ADC_Read
0x2B56     [280]    _imprime_Display
0x2C6E      [92]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    EEPROM_Write_SaveINTCON_L0
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATScl_temp_scl_L0
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    R0
0x0000       [1]    FLASH_Erase_64_SaveINTCON_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATSda_temp_sda_L0
0x0001       [1]    R1
0x0001       [1]    FLASH_Write_32_i_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [2]    FLASH_Read_N_Bytes_i_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    FLASH_Erase_Write_64_i_L0
0x0001       [1]    ispunct_rslt_L0
0x0001       [1]    __Lib_PS2_Wait_Falling_nsample_L0
0x0002       [1]    R2
0x0002       [2]    __Lib_USB_genHID_memset_usb_pp_L0
0x0002       [2]    memchr_s_L0
0x0002       [1]    FLASH_Write_32_SaveINTCON_L0
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [2]    strlen_cp_L0
0x0002       [2]    memcpy_dd_L0
0x0002       [2]    memset_pp_L0
0x0002       [2]    __Lib_USB_genHID_memset_usb_int_pp_L0
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0003       [2]    memmove_tt_L0
0x0003       [2]    Ltrim_original_L0
0x0003       [2]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service_byteToSend_L0
0x0003       [1]    R3
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_handle_L0
0x0004       [2]    __Lib_USB_genHID_USB_Transfer_Packet_Int_handle_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strncat_cp_L0
0x0004       [2]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler_p_L0
0x0004       [2]    strcpy_cp_L0
0x0004       [2]    __Lib_USB_genHID_USB_Get_Status_Handler_p_L2
0x0004       [2]    strcat_cp_L0
0x0004       [2]    frexp_pom_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [1]    R4
0x0005       [2]    __Lib_USB_genHID_USB_Configure_Endpoint_handle_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [1]    R5
0x0005       [2]    Ltrim_p_L0
0x0005       [2]    memmove_ff_L0
0x0006       [1]    R6
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0015      [10]    ?lstr3_SDCard
0x001F       [2]    _valorMinimo
0x0021       [2]    _valorMaximo
0x0023      [11]    ?lstr1_CartaoSDSimples
0x002E      [11]    _nomearquivo
0x0039       [3]    ?lstr1_SDCard
0x003C      [10]    ?lstr2_SDCard
0x0046       [1]    __Lib_Mmc_cardType
0x0047      [24]    _conteudoarquivo
0x005F       [1]    __Lib_MmcFat16_SECTORS_PER_CLUSTER
0x0060       [0]    __Lib_Lcd_cmd_status
0x0061       [2]    _adc
0x0063       [2]    _valor
0x0065       [2]    __Lib_MmcFat16_RESERVED_SECTORS
0x0067       [2]    __Lib_MmcFat16_BYTES_PER_SECTOR
0x0069       [4]    __Lib_MmcFat16_BOOT_SECTOR
0x006D     [512]    __Lib_MmcFat16_data_
0x026D       [2]    __Lib_MmcFat16_SECTORS_PER_FAT
0x026F       [4]    __Lib_MmcFat16_ROOT_START_SECTOR
0x0273       [1]    __Lib_MmcFat16_NUMBER_OF_FATS
0x0274       [4]    _SPI_Rd_Ptr
0x0278       [2]    __Lib_MmcFat16_ROOT_ENTRIES
0x027A       [2]    __Lib_MmcFat16_fat_offset
0x027C       [2]    __Lib_MmcFat16_fat_sector_pnt
0x027E       [1]    __Lib_MmcFat16_sectors_in_cur_cluster
0x027F       [4]    __Lib_MmcFat16_file_offset
0x0283       [4]    __Lib_MmcFat16_file_size_bytes
0x0287       [2]    __Lib_MmcFat16_fat_sector_pnt_prev
0x0289       [2]    __Lib_MmcFat16_time_modified
0x028B       [4]    _SPI_Wr_Ptr
0x028F       [2]    __Lib_MmcFat16_date_modified
0x0291       [2]    __Lib_MmcFat16_fat_offset_prev
0x0293       [1]    __Lib_MmcFat16_tmp
0x0294       [2]    __Lib_MmcFat16_CLUSTERS_PER_FAT_SECTOR
0x0296       [4]    __Lib_MmcFat16_file_write_sector
0x029A       [4]    __Lib_MmcFat16_FAT2_START_SECTOR
0x029E       [4]    __Lib_MmcFat16_DATA_START_SECTOR
0x02A2       [4]    __Lib_MmcFat16_FAT_START_SECTOR
0x02A6       [2]    __Lib_MmcFat16_time
0x02A8       [2]    __Lib_MmcFat16_date
0x02AA       [2]    __Lib_MmcFat16_root_sector_pnt
0x02AC       [2]    __Lib_MmcFat16_file_write_cluster
0x02AE       [2]    __Lib_MmcFat16_root_offset
0x02B0       [1]    FARG_ADC_Read_channel
0x02B0       [1]    imprime_Display_mil_L0
0x02B1       [1]    imprime_Display_cen_L0
0x02B2       [1]    imprime_Display_dez_L0
0x02B3       [1]    imprime_Display_uni_L0
0x02B4       [4]    Mmc_Fat_Init_temp_L1
0x02B4       [1]    FARG_Lcd_Chr_row
0x02B4       [2]    FARG_calcula_Tensao_n
0x02B4       [1]    FARG_SPI1_Init_Advanced_master
0x02B5       [1]    FARG_SPI1_Init_Advanced_data_sample
0x02B5       [1]    FARG_Lcd_Chr_column
0x02B6       [1]    FARG_Lcd_Chr_out_char
0x02B6       [1]    FARG_SPI1_Init_Advanced_clock_idle
0x02B7       [1]    FARG_SPI1_Init_Advanced_transmit_edge
0x02B8       [1]    Mmc_Fat_Init_found_L0
0x02B9       [1]    Mmc_Fat_Init_rslt_L0
0x02BA       [1]    FARG_Lcd_Out_row
0x02BA       [2]    FARG_Mmc_Fat_Assign_filename
0x02BA       [2]    Mmc_Init_cnt_L0
0x02BA       [2]    FARG_Mmc_Fat_Write_fdata
0x02BB       [1]    FARG_Lcd_Out_column
0x02BC       [2]    FARG_Mmc_Fat_Write_data_len
0x02BC       [2]    FARG_Lcd_Out_text
0x02BC       [1]    Mmc_Init_response_L0
0x02BC       [1]    FARG_Mmc_Fat_Assign_file_cre_attr
0x02BD       [2]    Mmc_Fat_Assign_root_entry_cnt_L0
0x02BE       [2]    Mmc_Fat_Write_i_L0
0x02BE       [1]    Lcd_Out_i_L0
0x02BF       [1]    Mmc_Fat_Assign_from_data_L0
0x02C0      [12]    Mmc_Fat_Assign_file_name_L0
0x02CC       [1]    Mmc_Fat_Assign_j_L0
0x02CD       [1]    Mmc_Fat_Assign_compare_L0
0x02CE       [2]    FLOC__Mmc_Fat_Assign
0x02D0       [2]    FARG___Lib_MmcFat16_Mmc_Fat_Create_filename
0x02D0       [1]    FARG___Lib_Mmc_Mmc_UnIdle_ctype
0x02D0       [4]    __Lib_MmcFat16_Set_Fat_Start_Pos_file_start_cluster2_L0
0x02D0       [1]    FARG_toupper_character
0x02D0       [1]    FARG___Lib_MmcFat16_Reset_Fat_Chain_first_cluster
0x02D0       [1]    FARG_Lcd_Chr_CP_out_char
0x02D0       [1]    FARG_islower_character
0x02D1       [2]    __Lib_Mmc_Mmc_UnIdle_cnt_L0
0x02D1       [4]    __Lib_MmcFat16_Reset_Fat_Chain_next_cluster_L0
0x02D2       [1]    FARG___Lib_MmcFat16_Mmc_Fat_Create_file_attr
0x02D3       [1]    __Lib_Mmc_Mmc_UnIdle_response_L0
0x02D3       [1]    __Lib_MmcFat16_Mmc_Fat_Create_i_L0
0x02D4       [1]    __Lib_Mmc_Mmc_UnIdle_response2_L0
0x02D4       [1]    __Lib_MmcFat16_Mmc_Fat_Create_free_entry_L0
0x02D5       [1]    __Lib_MmcFat16_Get_Free_Fat_Entry_free_entry_L0
0x02D5       [1]    FARG_Lcd_Cmd_out_char
0x02D6       [4]    FARG_Mmc_Read_Sector_sector
0x02D6       [4]    FARG_Mmc_Write_Sector_sector
0x02DA       [2]    FARG_Mmc_Read_Sector_dbuff
0x02DA       [2]    FARG_Mmc_Write_Sector_dbuff
0x02DC       [2]    Mmc_Write_Sector_i_L0
0x02DC       [2]    Mmc_Read_Sector_i_L0
0x02DE       [4]    Mmc_Write_Sector_byte_start_L0
0x02DE       [4]    Mmc_Read_Sector_byte_start_L0
0x02E2       [2]    FLOC__Mmc_Read_Sector
0x02E4       [1]    FARG___Lib_Mmc_Mmc_Send_Command_partial_cmm
0x02E5       [4]    FARG___Lib_Mmc_Mmc_Send_Command_content
0x02E9       [1]    FARG___Lib_Mmc_Mmc_Send_Command_crc
0x02EA       [1]    __Lib_Mmc_Mmc_Send_Command_response_L0
0x02EB       [2]    __Lib_Mmc_Mmc_Send_Command_timeout_L0
0x02ED       [1]    FARG_SPI1_Read_buffer
0x0400      [32]    __Lib_USB_genHID_BDT
0x0420       [8]    __Lib_USB_genHID_SetupPkt
0x0428       [8]    __Lib_USB_genHID_CtrlTrfData
0x0430       [3]    __Lib_USB_genHID_hid_report_out
0x0433       [3]    __Lib_USB_genHID_hid_report_in
0x0F62       [1]    SPPDATA
0x0F63       [1]    SPPCFG
0x0F63       [0]    WS2_bit
0x0F63       [0]    WS3_bit
0x0F63       [0]    WS0_bit
0x0F63       [0]    WS1_bit
0x0F63       [0]    CLKCFG0_bit
0x0F63       [0]    CLKCFG1_bit
0x0F63       [0]    CLK1EN_bit
0x0F63       [0]    CSEN_bit
0x0F64       [0]    WRSPP_bit
0x0F64       [0]    RDSPP_bit
0x0F64       [0]    ADDR2_SPPEPS_bit
0x0F64       [0]    ADDR1_SPPEPS_bit
0x0F64       [0]    ADDR0_SPPEPS_bit
0x0F64       [1]    SPPEPS
0x0F64       [0]    SPPBUSY_bit
0x0F64       [0]    ADDR3_SPPEPS_bit
0x0F65       [0]    SPPEN_bit
0x0F65       [1]    SPPCON
0x0F65       [0]    RDYO_bit
0x0F65       [0]    DMA0WN_bit
0x0F66       [0]    FRM1_bit
0x0F66       [0]    FRM2_bit
0x0F66       [0]    FRM3_bit
0x0F66       [1]    UFRML
0x0F66       [1]    UFRM
0x0F66       [0]    FRM0_bit
0x0F66       [0]    FRM4_bit
0x0F66       [0]    FRM7_bit
0x0F66       [0]    FRM6_bit
0x0F66       [0]    FRM5_bit
0x0F67       [1]    UFRMH
0x0F67       [0]    FRM10_bit
0x0F67       [0]    FRM8_bit
0x0F67       [0]    FRM9_bit
0x0F68       [0]    TRNIF_bit
0x0F68       [0]    ACTVIF_bit
0x0F68       [0]    IDLEIF_bit
0x0F68       [0]    SOFIF_bit
0x0F68       [0]    STALLIF_bit
0x0F68       [1]    UIR
0x0F68       [0]    URSTIF_bit
0x0F68       [0]    UERRIF_bit
0x0F69       [0]    IDLEIE_bit
0x0F69       [0]    TRNIE_bit
0x0F69       [0]    SOFIE_bit
0x0F69       [0]    STALLIE_bit
0x0F69       [0]    ACTVIE_bit
0x0F69       [1]    UIE
0x0F69       [0]    URSTIE_bit
0x0F69       [0]    UERRIE_bit
0x0F6A       [0]    CRC5EF_bit
0x0F6A       [0]    CRC16EF_bit
0x0F6A       [1]    UEIR
0x0F6A       [0]    PIDEF_bit
0x0F6A       [0]    DFN8EF_bit
0x0F6A       [0]    BTSEF_bit
0x0F6A       [0]    BTOEF_bit
0x0F6B       [0]    BTOEE_bit
0x0F6B       [0]    BTSEE_bit
0x0F6B       [1]    UEIE
0x0F6B       [0]    DFN8EE_bit
0x0F6B       [0]    PIDEE_bit
0x0F6B       [0]    CRC5EE_bit
0x0F6B       [0]    CRC16EE_bit
0x0F6C       [0]    ENDP2_bit
0x0F6C       [0]    ENDP3_bit
0x0F6C       [1]    USTAT
0x0F6C       [0]    DIR__bit
0x0F6C       [0]    PPBI_bit
0x0F6C       [0]    ENDP1_bit
0x0F6C       [0]    ENDP0_bit
0x0F6D       [0]    PKTDIS_bit
0x0F6D       [0]    PPBRST_bit
0x0F6D       [0]    SE0_bit
0x0F6D       [0]    RESUME__bit
0x0F6D       [0]    SUSPND_bit
0x0F6D       [1]    UCON
0x0F6D       [0]    USBEN_bit
0x0F6E       [0]    ADDR3_bit
0x0F6E       [0]    ADDR1_bit
0x0F6E       [1]    UADDR
0x0F6E       [0]    ADDR2_bit
0x0F6E       [0]    ADDR5_bit
0x0F6E       [0]    ADDR6_bit
0x0F6E       [0]    ADDR4_bit
0x0F6E       [0]    ADDR0_bit
0x0F6F       [0]    UTRDIS_bit
0x0F6F       [0]    UTEYE_bit
0x0F6F       [0]    FSEN_bit
0x0F6F       [0]    UPUEN_bit
0x0F6F       [0]    UOEMON_bit
0x0F6F       [1]    UCFG
0x0F6F       [0]    PPB1_bit
0x0F6F       [0]    PPB0_bit
